case_id,seed,n,r_size,r_prime_size,deleted_count,expected_repair,oracle,singleton,fd_hash,bcnf,all_match,code_version
478,42,20,20,14,6,True,True,True,True,True,True,68869e6
479,42,21,21,15,6,True,True,True,True,True,True,68869e6
480,42,14,14,10,4,True,True,True,True,True,True,68869e6
481,42,15,15,11,4,True,True,True,True,True,True,68869e6
482,42,17,17,12,5,True,True,True,True,True,True,68869e6
483,42,18,18,13,5,True,True,True,True,True,True,68869e6
484,42,20,20,14,6,True,True,True,True,True,True,68869e6
485,42,21,21,15,6,True,True,True,True,True,True,68869e6
486,42,14,14,10,4,True,True,True,True,True,True,68869e6
487,42,15,15,11,4,True,True,True,True,True,True,68869e6
488,42,17,17,12,5,True,True,True,True,True,True,68869e6
489,42,18,18,13,5,True,True,True,True,True,True,68869e6
490,42,20,20,14,6,True,True,True,True,True,True,68869e6
491,42,21,21,15,6,True,True,True,True,True,True,68869e6
492,42,14,14,10,4,True,True,True,True,True,True,68869e6
493,42,15,15,11,4,True,True,True,True,True,True,68869e6
494,42,17,17,12,5,True,True,True,True,True,True,68869e6
495,42,18,18,13,5,True,True,True,True,True,True,68869e6
496,42,20,20,14,6,True,True,True,True,True,True,68869e6
497,42,21,21,15,6,True,True,True,True,True,True,68869e6
498,42,14,14,10,4,True,True,True,True,True,True,68869e6
499,42,15,15,11,4,True,True,True,True,True,True,68869e6
500,42,17,17,12,5,True,True,True,True,True,True,68869e6
501,42,18,18,13,5,True,True,True,True,True,True,68869e6
502,42,20,20,14,6,True,True,True,True,True,True,68869e6
503,42,21,21,15,6,True,True,True,True,True,True,68869e6
504,42,14,14,10,4,True,True,True,True,True,True,68869e6
505,42,15,15,11,4,True,True,True,True,True,True,68869e6
506,42,17,17,12,5,True,True,True,True,True,True,68869e6
507,42,18,18,13,5,True,True,True,True,True,True,68869e6
508,42,20,20,14,6,True,True,True,True,True,True,68869e6
509,42,21,21,15,6,True,True,True,True,True,True,68869e6
510,42,14,14,10,4,True,True,True,True,True,True,68869e6
511,42,15,15,11,4,True,True,True,True,True,True,68869e6
512,42,17,17,12,5,True,True,True,True,True,True,68869e6
513,42,18,18,13,5,True,True,True,True,True,True,68869e6
514,42,20,20,14,6,True,True,True,True,True,True,68869e6
515,42,21,21,15,6,True,True,True,True,True,True,68869e6
516,42,14,14,10,4,True,True,True,True,True,True,68869e6
517,42,15,15,11,4,True,True,True,True,True,True,68869e6
518,42,17,17,12,5,True,True,True,True,True,True,68869e6
519,42,18,18,13,5,True,True,True,True,True,True,68869e6
520,42,20,20,14,6,True,True,True,True,True,True,68869e6
521,42,21,21,15,6,True,True,True,True,True,True,68869e6
522,42,14,14,10,4,True,True,True,True,True,True,68869e6
523,42,15,15,11,4,True,True,True,True,True,True,68869e6
524,42,17,17,12,5,True,True,True,True,True,True,68869e6
525,42,18,18,13,5,True,True,True,True,True,True,68869e6
526,42,20,20,14,6,True,True,True,True,True,True,68869e6
527,42,21,21,15,6,True,True,True,True,True,True,68869e6
528,42,14,14,10,4,True,True,True,True,True,True,68869e6
529,42,15,15,11,4,True,True,True,True,True,True,68869e6
530,42,17,17,12,5,True,True,True,True,True,True,68869e6
531,42,18,18,13,5,True,True,True,True,True,True,68869e6
532,42,20,20,14,6,True,True,True,True,True,True,68869e6
533,42,21,21,15,6,True,True,True,True,True,True,68869e6
534,42,14,14,10,4,True,True,True,True,True,True,68869e6
535,42,15,15,11,4,True,True,True,True,True,True,68869e6
536,42,17,17,12,5,True,True,True,True,True,True,68869e6
537,42,18,18,13,5,True,True,True,True,True,True,68869e6
538,42,20,20,14,6,True,True,True,True,True,True,68869e6
539,42,21,21,15,6,True,True,True,True,True,True,68869e6
540,42,14,14,10,4,True,True,True,True,True,True,68869e6
541,42,15,15,11,4,True,True,True,True,True,True,68869e6
542,42,17,17,12,5,True,True,True,True,True,True,68869e6
543,42,18,18,13,5,True,True,True,True,True,True,68869e6
544,42,20,20,14,6,True,True,True,True,True,True,68869e6
545,42,21,21,15,6,True,True,True,True,True,True,68869e6
546,42,14,14,10,4,True,True,True,True,True,True,68869e6
547,42,15,15,11,4,True,True,True,True,True,True,68869e6
548,42,17,17,12,5,True,True,True,True,True,True,68869e6
549,42,18,18,13,5,True,True,True,True,True,True,68869e6
550,42,20,20,14,6,True,True,True,True,True,True,68869e6
551,42,21,21,15,6,True,True,True,True,True,True,68869e6
552,42,14,14,10,4,True,True,True,True,True,True,68869e6
553,42,15,15,11,4,True,True,True,True,True,True,68869e6
554,42,17,17,12,5,True,True,True,True,True,True,68869e6
555,42,18,18,13,5,True,True,True,True,True,True,68869e6
556,42,20,20,14,6,True,True,True,True,True,True,68869e6
557,42,21,21,15,6,True,True,True,True,True,True,68869e6
558,42,14,14,10,4,True,True,True,True,True,True,68869e6
559,42,15,15,11,4,True,True,True,True,True,True,68869e6
560,42,17,17,12,5,True,True,True,True,True,True,68869e6
561,42,18,18,13,5,True,True,True,True,True,True,68869e6
562,42,20,20,14,6,True,True,True,True,True,True,68869e6
563,42,21,21,15,6,True,True,True,True,True,True,68869e6
564,42,14,14,10,4,True,True,True,True,True,True,68869e6
565,42,15,15,11,4,True,True,True,True,True,True,68869e6
566,42,17,17,12,5,True,True,True,True,True,True,68869e6
567,42,18,18,13,5,True,True,True,True,True,True,68869e6
568,42,20,20,14,6,True,True,True,True,True,True,68869e6
569,42,21,21,15,6,True,True,True,True,True,True,68869e6
570,42,14,14,10,4,True,True,True,True,True,True,68869e6
571,42,15,15,11,4,True,True,True,True,True,True,68869e6
572,42,17,17,12,5,True,True,True,True,True,True,68869e6
573,42,18,18,13,5,True,True,True,True,True,True,68869e6
574,42,20,20,14,6,True,True,True,True,True,True,68869e6
575,42,21,21,15,6,True,True,True,True,True,True,68869e6
576,42,14,14,10,4,True,True,True,True,True,True,68869e6
577,42,15,15,11,4,True,True,True,True,True,True,68869e6
578,42,17,17,12,5,True,True,True,True,True,True,68869e6
579,42,18,18,13,5,True,True,True,True,True,True,68869e6
580,42,20,20,14,6,True,True,True,True,True,True,68869e6
581,42,21,21,15,6,True,True,True,True,True,True,68869e6
582,42,14,14,10,4,True,True,True,True,True,True,68869e6
583,42,15,15,11,4,True,True,True,True,True,True,68869e6
584,42,17,17,12,5,True,True,True,True,True,True,68869e6
585,42,18,18,13,5,True,True,True,True,True,True,68869e6
586,42,20,20,14,6,True,True,True,True,True,True,68869e6
587,42,21,21,15,6,True,True,True,True,True,True,68869e6
588,42,14,14,10,4,True,True,True,True,True,True,68869e6
589,42,15,15,11,4,True,True,True,True,True,True,68869e6
590,42,17,17,12,5,True,True,True,True,True,True,68869e6
591,42,18,18,13,5,True,True,True,True,True,True,68869e6
592,42,20,20,14,6,True,True,True,True,True,True,68869e6
593,42,21,21,15,6,True,True,True,True,True,True,68869e6
594,42,14,14,10,4,True,True,True,True,True,True,68869e6
595,42,15,15,11,4,True,True,True,True,True,True,68869e6
596,42,17,17,12,5,True,True,True,True,True,True,68869e6
597,42,18,18,13,5,True,True,True,True,True,True,68869e6
598,42,20,20,14,6,True,True,True,True,True,True,68869e6
599,42,21,21,15,6,True,True,True,True,True,True,68869e6
600,42,14,14,10,4,True,True,True,True,True,True,68869e6
601,42,15,15,11,4,True,True,True,True,True,True,68869e6
602,42,17,17,12,5,True,True,True,True,True,True,68869e6
603,42,18,18,13,5,True,True,True,True,True,True,68869e6
604,42,20,20,14,6,True,True,True,True,True,True,68869e6
605,42,21,21,15,6,True,True,True,True,True,True,68869e6
606,42,14,14,10,4,True,True,True,True,True,True,68869e6
607,42,15,15,11,4,True,True,True,True,True,True,68869e6
608,42,17,17,12,5,True,True,True,True,True,True,68869e6
609,42,18,18,13,5,True,True,True,True,True,True,68869e6
610,42,20,20,14,6,True,True,True,True,True,True,68869e6
611,42,21,21,15,6,True,True,True,True,True,True,68869e6
612,42,14,14,10,4,True,True,True,True,True,True,68869e6
613,42,15,15,11,4,True,True,True,True,True,True,68869e6
614,42,17,17,12,5,True,True,True,True,True,True,68869e6
615,42,18,18,13,5,True,True,True,True,True,True,68869e6
616,42,20,20,14,6,True,True,True,True,True,True,68869e6
617,42,21,21,15,6,True,True,True,True,True,True,68869e6
618,42,14,14,10,4,True,True,True,True,True,True,68869e6
619,42,15,15,11,4,True,True,True,True,True,True,68869e6
620,42,17,17,12,5,True,True,True,True,True,True,68869e6
621,42,18,18,13,5,True,True,True,True,True,True,68869e6
622,42,20,20,14,6,True,True,True,True,True,True,68869e6
623,42,21,21,15,6,True,True,True,True,True,True,68869e6
624,42,14,14,10,4,True,True,True,True,True,True,68869e6
625,42,15,15,11,4,True,True,True,True,True,True,68869e6
626,42,17,17,12,5,True,True,True,True,True,True,68869e6
627,42,18,18,13,5,True,True,True,True,True,True,68869e6
628,42,20,20,14,6,True,True,True,True,True,True,68869e6
629,42,21,21,15,6,True,True,True,True,True,True,68869e6
630,42,14,14,10,4,True,True,True,True,True,True,68869e6
631,42,15,15,11,4,True,True,True,True,True,True,68869e6
632,42,17,17,12,5,True,True,True,True,True,True,68869e6
633,42,18,18,13,5,True,True,True,True,True,True,68869e6
634,42,20,20,14,6,True,True,True,True,True,True,68869e6
635,42,21,21,15,6,True,True,True,True,True,True,68869e6
636,42,14,14,10,4,True,True,True,True,True,True,68869e6
637,42,15,15,11,4,True,True,True,True,True,True,68869e6
638,42,17,17,12,5,True,True,True,True,True,True,68869e6
639,42,18,18,13,5,True,True,True,True,True,True,68869e6
640,42,20,20,14,6,True,True,True,True,True,True,68869e6
641,42,21,21,15,6,True,True,True,True,True,True,68869e6
642,42,14,14,10,4,True,True,True,True,True,True,68869e6
643,42,15,15,11,4,True,True,True,True,True,True,68869e6
644,42,17,17,12,5,True,True,True,True,True,True,68869e6
645,42,18,18,13,5,True,True,True,True,True,True,68869e6
646,42,20,20,14,6,True,True,True,True,True,True,68869e6
647,42,21,21,15,6,True,True,True,True,True,True,68869e6
648,42,14,14,10,4,True,True,True,True,True,True,68869e6
649,42,15,15,11,4,True,True,True,True,True,True,68869e6
650,42,17,17,12,5,True,True,True,True,True,True,68869e6
651,42,18,18,13,5,True,True,True,True,True,True,68869e6
652,42,20,20,14,6,True,True,True,True,True,True,68869e6
653,42,21,21,15,6,True,True,True,True,True,True,68869e6
654,42,14,14,10,4,True,True,True,True,True,True,68869e6
655,42,15,15,11,4,True,True,True,True,True,True,68869e6
656,42,17,17,12,5,True,True,True,True,True,True,68869e6
657,42,18,18,13,5,True,True,True,True,True,True,68869e6
658,42,20,20,14,6,True,True,True,True,True,True,68869e6
659,42,21,21,15,6,True,True,True,True,True,True,68869e6
660,42,14,14,10,4,True,True,True,True,True,True,68869e6
661,42,15,15,11,4,True,True,True,True,True,True,68869e6
662,42,17,17,12,5,True,True,True,True,True,True,68869e6
663,42,18,18,13,5,True,True,True,True,True,True,68869e6
664,42,20,20,14,6,True,True,True,True,True,True,68869e6
665,42,21,21,15,6,True,True,True,True,True,True,68869e6
666,42,14,14,10,4,True,True,True,True,True,True,68869e6
667,42,15,15,11,4,True,True,True,True,True,True,68869e6
668,42,17,17,12,5,True,True,True,True,True,True,68869e6
669,42,18,18,13,5,True,True,True,True,True,True,68869e6
670,42,20,20,14,6,True,True,True,True,True,True,68869e6
671,42,21,21,15,6,True,True,True,True,True,True,68869e6
672,42,14,14,10,4,True,True,True,True,True,True,68869e6
673,42,15,15,11,4,True,True,True,True,True,True,68869e6
674,42,17,17,12,5,True,True,True,True,True,True,68869e6
675,42,18,18,13,5,True,True,True,True,True,True,68869e6
676,42,20,20,14,6,True,True,True,True,True,True,68869e6
677,42,21,21,15,6,True,True,True,True,True,True,68869e6
678,42,14,14,10,4,True,True,True,True,True,True,68869e6
679,42,15,15,11,4,True,True,True,True,True,True,68869e6
680,42,17,17,12,5,True,True,True,True,True,True,68869e6
681,42,18,18,13,5,True,True,True,True,True,True,68869e6
682,42,20,20,14,6,True,True,True,True,True,True,68869e6
683,42,21,21,15,6,True,True,True,True,True,True,68869e6
684,42,14,14,10,4,True,True,True,True,True,True,68869e6
685,42,15,15,11,4,True,True,True,True,True,True,68869e6
686,42,17,17,12,5,True,True,True,True,True,True,68869e6
687,42,18,18,13,5,True,True,True,True,True,True,68869e6
688,42,20,20,14,6,True,True,True,True,True,True,68869e6
689,42,21,21,15,6,True,True,True,True,True,True,68869e6
690,42,14,14,10,4,True,True,True,True,True,True,68869e6
691,42,15,15,11,4,True,True,True,True,True,True,68869e6
692,42,17,17,12,5,True,True,True,True,True,True,68869e6
693,42,18,18,13,5,True,True,True,True,True,True,68869e6
694,42,20,20,14,6,True,True,True,True,True,True,68869e6
695,42,21,21,15,6,True,True,True,True,True,True,68869e6
696,42,14,14,10,4,True,True,True,True,True,True,68869e6
697,42,15,15,11,4,True,True,True,True,True,True,68869e6
698,42,17,17,12,5,True,True,True,True,True,True,68869e6
699,42,18,18,13,5,True,True,True,True,True,True,68869e6
700,42,20,20,14,6,True,True,True,True,True,True,68869e6
701,42,21,21,15,6,True,True,True,True,True,True,68869e6
702,42,14,14,10,4,True,True,True,True,True,True,68869e6
703,42,15,15,11,4,True,True,True,True,True,True,68869e6
704,42,17,17,12,5,True,True,True,True,True,True,68869e6
705,42,18,18,13,5,True,True,True,True,True,True,68869e6
706,42,20,20,14,6,True,True,True,True,True,True,68869e6
707,42,21,21,15,6,True,True,True,True,True,True,68869e6
708,42,14,14,10,4,True,True,True,True,True,True,68869e6
709,42,15,15,11,4,True,True,True,True,True,True,68869e6
710,42,17,17,12,5,True,True,True,True,True,True,68869e6
711,42,18,18,13,5,True,True,True,True,True,True,68869e6
712,42,20,20,14,6,True,True,True,True,True,True,68869e6
713,42,21,21,15,6,True,True,True,True,True,True,68869e6
714,42,14,14,10,4,True,True,True,True,True,True,68869e6
715,42,15,15,11,4,True,True,True,True,True,True,68869e6
716,42,17,17,12,5,True,True,True,True,True,True,68869e6
717,42,18,18,13,5,True,True,True,True,True,True,68869e6
718,42,20,20,14,6,True,True,True,True,True,True,68869e6
719,42,21,21,15,6,True,True,True,True,True,True,68869e6
720,42,14,14,10,4,True,True,True,True,True,True,68869e6
721,42,15,15,11,4,True,True,True,True,True,True,68869e6
722,42,17,17,12,5,True,True,True,True,True,True,68869e6
723,42,18,18,13,5,True,True,True,True,True,True,68869e6
724,42,20,20,14,6,True,True,True,True,True,True,68869e6
725,42,21,21,15,6,True,True,True,True,True,True,68869e6
726,42,14,14,10,4,True,True,True,True,True,True,68869e6
727,42,15,15,11,4,True,True,True,True,True,True,68869e6
728,42,17,17,12,5,True,True,True,True,True,True,68869e6
729,42,18,18,13,5,True,True,True,True,True,True,68869e6
730,42,20,20,14,6,True,True,True,True,True,True,68869e6
731,42,21,21,15,6,True,True,True,True,True,True,68869e6
732,42,14,14,10,4,True,True,True,True,True,True,68869e6
733,42,15,15,11,4,True,True,True,True,True,True,68869e6
734,42,17,17,12,5,True,True,True,True,True,True,68869e6
735,42,18,18,13,5,True,True,True,True,True,True,68869e6
736,42,20,20,14,6,True,True,True,True,True,True,68869e6
737,42,21,21,15,6,True,True,True,True,True,True,68869e6
738,42,14,14,10,4,True,True,True,True,True,True,68869e6
739,42,15,15,11,4,True,True,True,True,True,True,68869e6
740,42,17,17,12,5,True,True,True,True,True,True,68869e6
741,42,18,18,13,5,True,True,True,True,True,True,68869e6
742,42,20,20,14,6,True,True,True,True,True,True,68869e6
743,42,21,21,15,6,True,True,True,True,True,True,68869e6
744,42,14,14,10,4,True,True,True,True,True,True,68869e6
745,42,15,15,11,4,True,True,True,True,True,True,68869e6
746,42,17,17,12,5,True,True,True,True,True,True,68869e6
747,42,18,18,13,5,True,True,True,True,True,True,68869e6
748,42,20,20,14,6,True,True,True,True,True,True,68869e6
749,42,21,21,15,6,True,True,True,True,True,True,68869e6
750,42,14,14,10,4,True,True,True,True,True,True,68869e6
751,42,15,15,11,4,True,True,True,True,True,True,68869e6
752,42,17,17,12,5,True,True,True,True,True,True,68869e6
753,42,18,18,13,5,True,True,True,True,True,True,68869e6
754,42,20,20,14,6,True,True,True,True,True,True,68869e6
755,42,21,21,15,6,True,True,True,True,True,True,68869e6
756,42,14,14,10,4,True,True,True,True,True,True,68869e6
757,42,15,15,11,4,True,True,True,True,True,True,68869e6
758,42,17,17,12,5,True,True,True,True,True,True,68869e6
759,42,18,18,13,5,True,True,True,True,True,True,68869e6
760,42,20,20,14,6,True,True,True,True,True,True,68869e6
761,42,21,21,15,6,True,True,True,True,True,True,68869e6
762,42,14,14,10,4,True,True,True,True,True,True,68869e6
763,42,15,15,11,4,True,True,True,True,True,True,68869e6
764,42,17,17,12,5,True,True,True,True,True,True,68869e6
765,42,18,18,13,5,True,True,True,True,True,True,68869e6
766,42,20,20,14,6,True,True,True,True,True,True,68869e6
767,42,21,21,15,6,True,True,True,True,True,True,68869e6
768,42,14,14,10,4,True,True,True,True,True,True,68869e6
769,42,15,15,11,4,True,True,True,True,True,True,68869e6
770,42,17,17,12,5,True,True,True,True,True,True,68869e6
771,42,18,18,13,5,True,True,True,True,True,True,68869e6
772,42,20,20,14,6,True,True,True,True,True,True,68869e6
773,42,21,21,15,6,True,True,True,True,True,True,68869e6
774,42,14,14,10,4,True,True,True,True,True,True,68869e6
775,42,15,15,11,4,True,True,True,True,True,True,68869e6
776,42,17,17,12,5,True,True,True,True,True,True,68869e6
777,42,18,18,13,5,True,True,True,True,True,True,68869e6
778,42,20,20,14,6,True,True,True,True,True,True,68869e6
779,42,21,21,15,6,True,True,True,True,True,True,68869e6
780,42,14,14,10,4,True,True,True,True,True,True,68869e6
781,42,15,15,11,4,True,True,True,True,True,True,68869e6
782,42,17,17,12,5,True,True,True,True,True,True,68869e6
783,42,18,18,13,5,True,True,True,True,True,True,68869e6
784,42,20,20,14,6,True,True,True,True,True,True,68869e6
785,42,21,21,15,6,True,True,True,True,True,True,68869e6
786,42,14,14,10,4,True,True,True,True,True,True,68869e6
787,42,15,15,11,4,True,True,True,True,True,True,68869e6
788,42,17,17,12,5,True,True,True,True,True,True,68869e6
789,42,18,18,13,5,True,True,True,True,True,True,68869e6
790,42,20,20,14,6,True,True,True,True,True,True,68869e6
791,42,21,21,15,6,True,True,True,True,True,True,68869e6
792,42,14,14,10,4,True,True,True,True,True,True,68869e6
793,42,15,15,11,4,True,True,True,True,True,True,68869e6
794,42,17,17,12,5,True,True,True,True,True,True,68869e6
795,42,18,18,13,5,True,True,True,True,True,True,68869e6
796,42,20,20,14,6,True,True,True,True,True,True,68869e6
797,42,21,21,15,6,True,True,True,True,True,True,68869e6
798,42,14,14,10,4,True,True,True,True,True,True,68869e6
799,42,15,15,11,4,True,True,True,True,True,True,68869e6
800,42,17,17,12,5,True,True,True,True,True,True,68869e6
801,42,18,18,13,5,True,True,True,True,True,True,68869e6
802,42,20,20,14,6,True,True,True,True,True,True,68869e6
803,42,21,21,15,6,True,True,True,True,True,True,68869e6
804,42,14,14,10,4,True,True,True,True,True,True,68869e6
805,42,15,15,11,4,True,True,True,True,True,True,68869e6
806,42,17,17,12,5,True,True,True,True,True,True,68869e6
807,42,18,18,13,5,True,True,True,True,True,True,68869e6
808,42,20,20,14,6,True,True,True,True,True,True,68869e6
809,42,21,21,15,6,True,True,True,True,True,True,68869e6
810,42,14,14,10,4,True,True,True,True,True,True,68869e6
811,42,15,15,11,4,True,True,True,True,True,True,68869e6
812,42,17,17,12,5,True,True,True,True,True,True,68869e6
813,42,18,18,13,5,True,True,True,True,True,True,68869e6
814,42,20,20,14,6,True,True,True,True,True,True,68869e6
815,42,21,21,15,6,True,True,True,True,True,True,68869e6
816,42,14,14,10,4,True,True,True,True,True,True,68869e6
817,42,15,15,11,4,True,True,True,True,True,True,68869e6
818,42,17,17,12,5,True,True,True,True,True,True,68869e6
819,42,18,18,13,5,True,True,True,True,True,True,68869e6
820,42,20,20,14,6,True,True,True,True,True,True,68869e6
821,42,21,21,15,6,True,True,True,True,True,True,68869e6
822,42,14,14,10,4,True,True,True,True,True,True,68869e6
823,42,15,15,11,4,True,True,True,True,True,True,68869e6
824,42,17,17,12,5,True,True,True,True,True,True,68869e6
825,42,18,18,13,5,True,True,True,True,True,True,68869e6
826,42,20,20,14,6,True,True,True,True,True,True,68869e6
827,42,21,21,15,6,True,True,True,True,True,True,68869e6
828,42,14,14,10,4,True,True,True,True,True,True,68869e6
829,42,15,15,11,4,True,True,True,True,True,True,68869e6
830,42,17,17,12,5,True,True,True,True,True,True,68869e6
831,42,18,18,13,5,True,True,True,True,True,True,68869e6
832,42,20,20,14,6,True,True,True,True,True,True,68869e6
833,42,21,21,15,6,True,True,True,True,True,True,68869e6
834,42,14,14,10,4,True,True,True,True,True,True,68869e6
835,42,15,15,11,4,True,True,True,True,True,True,68869e6
836,42,17,17,12,5,True,True,True,True,True,True,68869e6
837,42,18,18,13,5,True,True,True,True,True,True,68869e6
838,42,20,20,14,6,True,True,True,True,True,True,68869e6
839,42,21,21,15,6,True,True,True,True,True,True,68869e6
840,42,14,14,10,4,True,True,True,True,True,True,68869e6
841,42,15,15,11,4,True,True,True,True,True,True,68869e6
842,42,17,17,12,5,True,True,True,True,True,True,68869e6
843,42,18,18,13,5,True,True,True,True,True,True,68869e6
844,42,20,20,14,6,True,True,True,True,True,True,68869e6
845,42,21,21,15,6,True,True,True,True,True,True,68869e6
846,42,14,14,10,4,True,True,True,True,True,True,68869e6
847,42,15,15,11,4,True,True,True,True,True,True,68869e6
848,42,17,17,12,5,True,True,True,True,True,True,68869e6
849,42,18,18,13,5,True,True,True,True,True,True,68869e6
850,42,20,20,14,6,True,True,True,True,True,True,68869e6
851,42,21,21,15,6,True,True,True,True,True,True,68869e6
852,42,14,14,10,4,True,True,True,True,True,True,68869e6
853,42,15,15,11,4,True,True,True,True,True,True,68869e6
854,42,17,17,12,5,True,True,True,True,True,True,68869e6
855,42,18,18,13,5,True,True,True,True,True,True,68869e6
856,42,20,20,14,6,True,True,True,True,True,True,68869e6
857,42,21,21,15,6,True,True,True,True,True,True,68869e6
858,42,14,14,10,4,True,True,True,True,True,True,68869e6
859,42,15,15,11,4,True,True,True,True,True,True,68869e6
860,42,17,17,12,5,True,True,True,True,True,True,68869e6
861,42,18,18,13,5,True,True,True,True,True,True,68869e6
862,42,20,20,14,6,True,True,True,True,True,True,68869e6
863,42,21,21,15,6,True,True,True,True,True,True,68869e6
864,42,14,14,10,4,True,True,True,True,True,True,68869e6
865,42,15,15,11,4,True,True,True,True,True,True,68869e6
866,42,17,17,12,5,True,True,True,True,True,True,68869e6
867,42,18,18,13,5,True,True,True,True,True,True,68869e6
868,42,20,20,14,6,True,True,True,True,True,True,68869e6
869,42,21,21,15,6,True,True,True,True,True,True,68869e6
870,42,14,14,10,4,True,True,True,True,True,True,68869e6
871,42,15,15,11,4,True,True,True,True,True,True,68869e6
872,42,17,17,12,5,True,True,True,True,True,True,68869e6
873,42,18,18,13,5,True,True,True,True,True,True,68869e6
874,42,20,20,14,6,True,True,True,True,True,True,68869e6
875,42,21,21,15,6,True,True,True,True,True,True,68869e6
876,42,14,14,10,4,True,True,True,True,True,True,68869e6
877,42,15,15,11,4,True,True,True,True,True,True,68869e6
878,42,17,17,12,5,True,True,True,True,True,True,68869e6
879,42,18,18,13,5,True,True,True,True,True,True,68869e6
880,42,20,20,14,6,True,True,True,True,True,True,68869e6
881,42,21,21,15,6,True,True,True,True,True,True,68869e6
882,42,14,14,10,4,True,True,True,True,True,True,68869e6
883,42,15,15,11,4,True,True,True,True,True,True,68869e6
884,42,17,17,12,5,True,True,True,True,True,True,68869e6
885,42,18,18,13,5,True,True,True,True,True,True,68869e6
886,42,20,20,14,6,True,True,True,True,True,True,68869e6
887,42,21,21,15,6,True,True,True,True,True,True,68869e6
888,42,14,14,10,4,True,True,True,True,True,True,68869e6
889,42,15,15,11,4,True,True,True,True,True,True,68869e6
890,42,17,17,12,5,True,True,True,True,True,True,68869e6
891,42,18,18,13,5,True,True,True,True,True,True,68869e6
892,42,20,20,14,6,True,True,True,True,True,True,68869e6
893,42,21,21,15,6,True,True,True,True,True,True,68869e6
894,42,14,14,10,4,True,True,True,True,True,True,68869e6
895,42,15,15,11,4,True,True,True,True,True,True,68869e6
896,42,17,17,12,5,True,True,True,True,True,True,68869e6
897,42,18,18,13,5,True,True,True,True,True,True,68869e6
898,42,20,20,14,6,True,True,True,True,True,True,68869e6
899,42,21,21,15,6,True,True,True,True,True,True,68869e6
900,42,14,14,10,4,True,True,True,True,True,True,68869e6
901,42,15,15,11,4,True,True,True,True,True,True,68869e6
902,42,17,17,12,5,True,True,True,True,True,True,68869e6
903,42,18,18,13,5,True,True,True,True,True,True,68869e6
904,42,20,20,14,6,True,True,True,True,True,True,68869e6
905,42,21,21,15,6,True,True,True,True,True,True,68869e6
906,42,14,14,10,4,True,True,True,True,True,True,68869e6
907,42,15,15,11,4,True,True,True,True,True,True,68869e6
908,42,17,17,12,5,True,True,True,True,True,True,68869e6
909,42,18,18,13,5,True,True,True,True,True,True,68869e6
910,42,20,20,14,6,True,True,True,True,True,True,68869e6
911,42,21,21,15,6,True,True,True,True,True,True,68869e6
912,42,14,14,10,4,True,True,True,True,True,True,68869e6
913,42,15,15,11,4,True,True,True,True,True,True,68869e6
914,42,17,17,12,5,True,True,True,True,True,True,68869e6
915,42,18,18,13,5,True,True,True,True,True,True,68869e6
916,42,20,20,14,6,True,True,True,True,True,True,68869e6
917,42,21,21,15,6,True,True,True,True,True,True,68869e6
918,42,14,14,10,4,True,True,True,True,True,True,68869e6
919,42,15,15,11,4,True,True,True,True,True,True,68869e6
920,42,17,17,12,5,True,True,True,True,True,True,68869e6
921,42,18,18,13,5,True,True,True,True,True,True,68869e6
922,42,20,20,14,6,True,True,True,True,True,True,68869e6
923,42,21,21,15,6,True,True,True,True,True,True,68869e6
924,42,14,14,10,4,True,True,True,True,True,True,68869e6
925,42,15,15,11,4,True,True,True,True,True,True,68869e6
926,42,17,17,12,5,True,True,True,True,True,True,68869e6
927,42,18,18,13,5,True,True,True,True,True,True,68869e6
928,42,20,20,14,6,True,True,True,True,True,True,68869e6
929,42,21,21,15,6,True,True,True,True,True,True,68869e6
930,42,14,14,10,4,True,True,True,True,True,True,68869e6
931,42,15,15,11,4,True,True,True,True,True,True,68869e6
932,42,17,17,12,5,True,True,True,True,True,True,68869e6
933,42,18,18,13,5,True,True,True,True,True,True,68869e6
934,42,20,20,14,6,True,True,True,True,True,True,68869e6
935,42,21,21,15,6,True,True,True,True,True,True,68869e6
936,42,14,14,10,4,True,True,True,True,True,True,68869e6
937,42,15,15,11,4,True,True,True,True,True,True,68869e6
938,42,17,17,12,5,True,True,True,True,True,True,68869e6
939,42,18,18,13,5,True,True,True,True,True,True,68869e6
940,42,20,20,14,6,True,True,True,True,True,True,68869e6
941,42,21,21,15,6,True,True,True,True,True,True,68869e6
942,42,14,14,10,4,True,True,True,True,True,True,68869e6
943,42,15,15,11,4,True,True,True,True,True,True,68869e6
944,42,17,17,12,5,True,True,True,True,True,True,68869e6
945,42,18,18,13,5,True,True,True,True,True,True,68869e6
946,42,20,20,14,6,True,True,True,True,True,True,68869e6
947,42,21,21,15,6,True,True,True,True,True,True,68869e6
948,42,14,14,10,4,True,True,True,True,True,True,68869e6
949,42,15,15,11,4,True,True,True,True,True,True,68869e6
950,42,17,17,12,5,True,True,True,True,True,True,68869e6
951,42,18,18,13,5,True,True,True,True,True,True,68869e6
952,42,20,20,14,6,True,True,True,True,True,True,68869e6
953,42,21,21,15,6,True,True,True,True,True,True,68869e6
954,42,14,14,10,4,True,True,True,True,True,True,68869e6
955,42,15,15,11,4,True,True,True,True,True,True,68869e6
956,42,17,17,12,5,True,True,True,True,True,True,68869e6
957,42,18,18,13,5,True,True,True,True,True,True,68869e6
