case_id,seed,n,deleted_count,expected_repair,oracle,singleton,fd_hash,bcnf,all_match
695,42,22,7,False,False,False,False,False,True
696,42,15,5,False,False,False,False,False,True
697,42,16,5,False,False,False,False,False,True
698,42,18,6,False,False,False,False,False,True
699,42,19,6,False,False,False,False,False,True
700,42,21,7,False,False,False,False,False,True
701,42,22,7,False,False,False,False,False,True
702,42,15,5,False,False,False,False,False,True
703,42,16,5,False,False,False,False,False,True
704,42,18,6,False,False,False,False,False,True
705,42,19,6,False,False,False,False,False,True
706,42,21,7,False,False,False,False,False,True
707,42,22,7,False,False,False,False,False,True
708,42,15,5,False,False,False,False,False,True
709,42,16,5,False,False,False,False,False,True
710,42,18,6,False,False,False,False,False,True
711,42,19,6,False,False,False,False,False,True
712,42,21,7,False,False,False,False,False,True
713,42,22,7,False,False,False,False,False,True
714,42,15,5,False,False,False,False,False,True
715,42,16,5,False,False,False,False,False,True
716,42,18,6,False,False,False,False,False,True
717,42,19,6,False,False,False,False,False,True
718,42,21,7,False,False,False,False,False,True
719,42,22,7,False,False,False,False,False,True
720,42,15,5,False,False,False,False,False,True
721,42,16,5,False,False,False,False,False,True
722,42,18,6,False,False,False,False,False,True
723,42,19,6,False,False,False,False,False,True
724,42,21,7,False,False,False,False,False,True
725,42,22,7,False,False,False,False,False,True
726,42,15,5,False,False,False,False,False,True
727,42,16,5,False,False,False,False,False,True
728,42,18,6,False,False,False,False,False,True
729,42,19,6,False,False,False,False,False,True
730,42,21,7,False,False,False,False,False,True
731,42,22,7,False,False,False,False,False,True
732,42,15,5,False,False,False,False,False,True
733,42,16,5,False,False,False,False,False,True
734,42,18,6,False,False,False,False,False,True
735,42,19,6,False,False,False,False,False,True
736,42,21,7,False,False,False,False,False,True
737,42,22,7,False,False,False,False,False,True
738,42,15,5,False,False,False,False,False,True
739,42,16,5,False,False,False,False,False,True
740,42,18,6,False,False,False,False,False,True
741,42,19,6,False,False,False,False,False,True
742,42,21,7,False,False,False,False,False,True
743,42,22,7,False,False,False,False,False,True
744,42,15,5,False,False,False,False,False,True
745,42,16,5,False,False,False,False,False,True
746,42,18,6,False,False,False,False,False,True
747,42,19,6,False,False,False,False,False,True
748,42,21,7,False,False,False,False,False,True
749,42,22,7,False,False,False,False,False,True
750,42,15,5,False,False,False,False,False,True
751,42,16,5,False,False,False,False,False,True
752,42,18,6,False,False,False,False,False,True
753,42,19,6,False,False,False,False,False,True
754,42,21,7,False,False,False,False,False,True
755,42,22,7,False,False,False,False,False,True
756,42,15,5,False,False,False,False,False,True
757,42,16,5,False,False,False,False,False,True
758,42,18,6,False,False,False,False,False,True
759,42,19,6,False,False,False,False,False,True
760,42,21,7,False,False,False,False,False,True
761,42,22,7,False,False,False,False,False,True
762,42,15,5,False,False,False,False,False,True
763,42,16,5,False,False,False,False,False,True
764,42,18,6,False,False,False,False,False,True
765,42,19,6,False,False,False,False,False,True
766,42,21,7,False,False,False,False,False,True
767,42,22,7,False,False,False,False,False,True
768,42,15,5,False,False,False,False,False,True
769,42,16,5,False,False,False,False,False,True
770,42,18,6,False,False,False,False,False,True
771,42,19,6,False,False,False,False,False,True
772,42,21,7,False,False,False,False,False,True
773,42,22,7,False,False,False,False,False,True
774,42,15,5,False,False,False,False,False,True
775,42,16,5,False,False,False,False,False,True
776,42,18,6,False,False,False,False,False,True
777,42,19,6,False,False,False,False,False,True
778,42,21,7,False,False,False,False,False,True
779,42,22,7,False,False,False,False,False,True
780,42,15,5,False,False,False,False,False,True
781,42,16,5,False,False,False,False,False,True
782,42,18,6,False,False,False,False,False,True
783,42,19,6,False,False,False,False,False,True
784,42,21,7,False,False,False,False,False,True
785,42,22,7,False,False,False,False,False,True
786,42,15,5,False,False,False,False,False,True
787,42,16,5,False,False,False,False,False,True
788,42,18,6,False,False,False,False,False,True
789,42,19,6,False,False,False,False,False,True
790,42,21,7,False,False,False,False,False,True
791,42,22,7,False,False,False,False,False,True
792,42,15,5,False,False,False,False,False,True
793,42,16,5,False,False,False,False,False,True
794,42,18,6,False,False,False,False,False,True
795,42,19,6,False,False,False,False,False,True
796,42,21,7,False,False,False,False,False,True
797,42,22,7,False,False,False,False,False,True
798,42,15,5,False,False,False,False,False,True
799,42,16,5,False,False,False,False,False,True
800,42,18,6,False,False,False,False,False,True
801,42,19,6,False,False,False,False,False,True
802,42,21,7,False,False,False,False,False,True
803,42,22,7,False,False,False,False,False,True
804,42,15,5,False,False,False,False,False,True
805,42,16,5,False,False,False,False,False,True
806,42,18,6,False,False,False,False,False,True
807,42,19,6,False,False,False,False,False,True
808,42,21,7,False,False,False,False,False,True
809,42,22,7,False,False,False,False,False,True
810,42,15,5,False,False,False,False,False,True
811,42,16,5,False,False,False,False,False,True
812,42,18,6,False,False,False,False,False,True
813,42,19,6,False,False,False,False,False,True
814,42,21,7,False,False,False,False,False,True
815,42,22,7,False,False,False,False,False,True
816,42,15,5,False,False,False,False,False,True
817,42,16,5,False,False,False,False,False,True
818,42,18,6,False,False,False,False,False,True
819,42,19,6,False,False,False,False,False,True
820,42,21,7,False,False,False,False,False,True
821,42,22,7,False,False,False,False,False,True
822,42,15,5,False,False,False,False,False,True
823,42,16,5,False,False,False,False,False,True
824,42,18,6,False,False,False,False,False,True
825,42,19,6,False,False,False,False,False,True
826,42,21,7,False,False,False,False,False,True
827,42,22,7,False,False,False,False,False,True
828,42,15,5,False,False,False,False,False,True
829,42,16,5,False,False,False,False,False,True
830,42,18,6,False,False,False,False,False,True
831,42,19,6,False,False,False,False,False,True
832,42,21,7,False,False,False,False,False,True
833,42,22,7,False,False,False,False,False,True
834,42,15,5,False,False,False,False,False,True
835,42,16,5,False,False,False,False,False,True
836,42,18,6,False,False,False,False,False,True
837,42,19,6,False,False,False,False,False,True
838,42,21,7,False,False,False,False,False,True
839,42,22,7,False,False,False,False,False,True
840,42,15,5,False,False,False,False,False,True
841,42,16,5,False,False,False,False,False,True
842,42,18,6,False,False,False,False,False,True
843,42,19,6,False,False,False,False,False,True
844,42,21,7,False,False,False,False,False,True
845,42,22,7,False,False,False,False,False,True
846,42,15,5,False,False,False,False,False,True
847,42,16,5,False,False,False,False,False,True
848,42,18,6,False,False,False,False,False,True
849,42,19,6,False,False,False,False,False,True
850,42,21,7,False,False,False,False,False,True
851,42,22,7,False,False,False,False,False,True
852,42,15,5,False,False,False,False,False,True
853,42,16,5,False,False,False,False,False,True
854,42,18,6,False,False,False,False,False,True
855,42,19,6,False,False,False,False,False,True
856,42,21,7,False,False,False,False,False,True
857,42,22,7,False,False,False,False,False,True
858,42,15,5,False,False,False,False,False,True
859,42,16,5,False,False,False,False,False,True
860,42,18,6,False,False,False,False,False,True
861,42,19,6,False,False,False,False,False,True
862,42,21,7,False,False,False,False,False,True
863,42,22,7,False,False,False,False,False,True
864,42,15,5,False,False,False,False,False,True
865,42,16,5,False,False,False,False,False,True
866,42,18,6,False,False,False,False,False,True
867,42,19,6,False,False,False,False,False,True
868,42,21,7,False,False,False,False,False,True
869,42,22,7,False,False,False,False,False,True
870,42,15,5,False,False,False,False,False,True
871,42,16,5,False,False,False,False,False,True
872,42,18,6,False,False,False,False,False,True
873,42,19,6,False,False,False,False,False,True
874,42,21,7,False,False,False,False,False,True
875,42,22,7,False,False,False,False,False,True
876,42,15,5,False,False,False,False,False,True
877,42,16,5,False,False,False,False,False,True
878,42,18,6,False,False,False,False,False,True
879,42,19,6,False,False,False,False,False,True
880,42,21,7,False,False,False,False,False,True
881,42,22,7,False,False,False,False,False,True
882,42,15,5,False,False,False,False,False,True
883,42,16,5,False,False,False,False,False,True
884,42,18,6,False,False,False,False,False,True
885,42,19,6,False,False,False,False,False,True
886,42,21,7,False,False,False,False,False,True
887,42,22,7,False,False,False,False,False,True
888,42,15,5,False,False,False,False,False,True
889,42,16,5,False,False,False,False,False,True
890,42,18,6,False,False,False,False,False,True
891,42,19,6,False,False,False,False,False,True
892,42,21,7,False,False,False,False,False,True
893,42,22,7,False,False,False,False,False,True
894,42,15,5,False,False,False,False,False,True
895,42,16,5,False,False,False,False,False,True
896,42,18,6,False,False,False,False,False,True
897,42,19,6,False,False,False,False,False,True
898,42,21,7,False,False,False,False,False,True
899,42,22,7,False,False,False,False,False,True
900,42,15,5,False,False,False,False,False,True
901,42,16,5,False,False,False,False,False,True
902,42,18,6,False,False,False,False,False,True
903,42,19,6,False,False,False,False,False,True
904,42,21,7,False,False,False,False,False,True
905,42,22,7,False,False,False,False,False,True
906,42,15,5,False,False,False,False,False,True
907,42,16,5,False,False,False,False,False,True
908,42,18,6,False,False,False,False,False,True
909,42,19,6,False,False,False,False,False,True
910,42,21,7,False,False,False,False,False,True
911,42,22,7,False,False,False,False,False,True
912,42,15,5,False,False,False,False,False,True
913,42,16,5,False,False,False,False,False,True
914,42,18,6,False,False,False,False,False,True
915,42,19,6,False,False,False,False,False,True
916,42,21,7,False,False,False,False,False,True
917,42,22,7,False,False,False,False,False,True
918,42,15,5,False,False,False,False,False,True
919,42,16,5,False,False,False,False,False,True
920,42,18,6,False,False,False,False,False,True
921,42,19,6,False,False,False,False,False,True
922,42,21,7,False,False,False,False,False,True
923,42,22,7,False,False,False,False,False,True
924,42,15,5,False,False,False,False,False,True
925,42,16,5,False,False,False,False,False,True
926,42,18,6,False,False,False,False,False,True
927,42,19,6,False,False,False,False,False,True
928,42,21,7,False,False,False,False,False,True
929,42,22,7,False,False,False,False,False,True
930,42,15,5,False,False,False,False,False,True
931,42,16,5,False,False,False,False,False,True
932,42,18,6,False,False,False,False,False,True
933,42,19,6,False,False,False,False,False,True
934,42,21,7,False,False,False,False,False,True
935,42,22,7,False,False,False,False,False,True
936,42,15,5,False,False,False,False,False,True
937,42,16,5,False,False,False,False,False,True
938,42,18,6,False,False,False,False,False,True
939,42,19,6,False,False,False,False,False,True
940,42,21,7,False,False,False,False,False,True
941,42,22,7,False,False,False,False,False,True
942,42,15,5,False,False,False,False,False,True
943,42,16,5,False,False,False,False,False,True
944,42,18,6,False,False,False,False,False,True
945,42,19,6,False,False,False,False,False,True
946,42,21,7,False,False,False,False,False,True
947,42,22,7,False,False,False,False,False,True
948,42,15,5,False,False,False,False,False,True
949,42,16,5,False,False,False,False,False,True
950,42,18,6,False,False,False,False,False,True
951,42,19,6,False,False,False,False,False,True
952,42,21,7,False,False,False,False,False,True
953,42,22,7,False,False,False,False,False,True
954,42,15,5,False,False,False,False,False,True
955,42,16,5,False,False,False,False,False,True
956,42,18,6,False,False,False,False,False,True
957,42,19,6,False,False,False,False,False,True
958,42,21,7,False,False,False,False,False,True
959,42,22,7,False,False,False,False,False,True
960,42,15,5,False,False,False,False,False,True
961,42,16,5,False,False,False,False,False,True
962,42,18,6,False,False,False,False,False,True
963,42,19,6,False,False,False,False,False,True
964,42,21,7,False,False,False,False,False,True
965,42,22,7,False,False,False,False,False,True
966,42,15,5,False,False,False,False,False,True
967,42,16,5,False,False,False,False,False,True
968,42,18,6,False,False,False,False,False,True
969,42,19,6,False,False,False,False,False,True
970,42,21,7,False,False,False,False,False,True
971,42,22,7,False,False,False,False,False,True
972,42,15,5,False,False,False,False,False,True
973,42,16,5,False,False,False,False,False,True
974,42,18,6,False,False,False,False,False,True
975,42,19,6,False,False,False,False,False,True
976,42,21,7,False,False,False,False,False,True
977,42,22,7,False,False,False,False,False,True
978,42,15,5,False,False,False,False,False,True
979,42,16,5,False,False,False,False,False,True
980,42,18,6,False,False,False,False,False,True
981,42,19,6,False,False,False,False,False,True
982,42,21,7,False,False,False,False,False,True
983,42,22,7,False,False,False,False,False,True
984,42,15,5,False,False,False,False,False,True
985,42,16,5,False,False,False,False,False,True
986,42,18,6,False,False,False,False,False,True
987,42,19,6,False,False,False,False,False,True
988,42,21,7,False,False,False,False,False,True
989,42,22,7,False,False,False,False,False,True
990,42,15,5,False,False,False,False,False,True
991,42,16,5,False,False,False,False,False,True
992,42,18,6,False,False,False,False,False,True
993,42,19,6,False,False,False,False,False,True
994,42,21,7,False,False,False,False,False,True
995,42,22,7,False,False,False,False,False,True
996,42,15,5,False,False,False,False,False,True
997,42,16,5,False,False,False,False,False,True
998,42,18,6,False,False,False,False,False,True
999,42,19,6,False,False,False,False,False,True
